alpha,beta,lr_0,n,n_iter,random_state,runtime,seed,val_acc,val_nll,test_acc,test_nll
0.00758947976208385,0.0006780776932355295,0.0023886297077207034,100.0,0.0,1001.0,6750.569727897644,0.0,0.7500000596046448,0.6647253632545471,0.8785999417304993,0.3825059917449951
1.1021585497520294e-06,1e-06,0.1,100.0,1.0,1001.0,17262.9925866127,0.0,0.5000000596046448,2.772601366043091,0.8785999417304993,0.3825059917449951
0.0019502930714389664,0.0014123121476753515,0.00068990213875323,100.0,2.0,1001.0,22437.08097076416,0.0,0.7000000476837158,0.7958955764770508,0.8785999417304993,0.3825059917449951
0.01,0.007689840844554959,0.04039956812770103,100.0,3.0,1001.0,27527.87476849556,0.0,0.5000000596046448,1.6836944818496704,0.8785999417304993,0.3825059917449951
0.01,8.685100020149129e-05,0.000550442149651035,100.0,4.0,1001.0,32718.751671791077,0.0,0.7000000476837158,0.7908887267112732,0.8785999417304993,0.3825059917449951
0.01,1e-06,0.001929760012679268,100.0,5.0,1001.0,39255.1339840889,0.0,0.7000000476837158,0.6855716705322266,0.8785999417304993,0.3825059917449951
1.7547413041177135e-06,7.91075667332751e-06,0.0005043796336040412,100.0,0.0,1001.0,6503.374023675919,1.0,0.7000000476837158,0.7910665273666382,0.8726000189781189,0.4026132515907288
0.0034424767798646888,0.01,0.06409990349943775,100.0,1.0,1001.0,17124.7800719738,1.0,0.6500000357627869,1.368361234664917,0.8726000189781189,0.4026132515907288
1.3272474258517135e-05,5.758773309475701e-06,0.00013531904249966753,100.0,2.0,1001.0,22293.22289967537,1.0,0.7000000476837158,0.7997800707817078,0.8726000189781189,0.4026132515907288
1.1322901286406031e-05,1e-06,0.0135267360529267,100.0,3.0,1001.0,27317.401115179062,1.0,0.7500000596046448,0.7028449177742004,0.8769000768661499,0.4121553025245666
0.01,1e-06,0.1,100.0,4.0,1001.0,32891.06446862221,1.0,0.7500001192092896,0.5287957191467285,0.8822000026702881,0.3963589110851286
0.01,5.580627233208316e-06,0.1,100.0,5.0,1001.0,39030.48070478439,1.0,0.8000001311302185,0.7435728311538696,0.8822000026702881,0.3963589110851286
0.004679965619116805,2.4415231675522605e-06,0.01337376014945696,100.0,0.0,1001.0,6497.037961244583,2.0,0.8500000834465027,0.5513491630554199,0.8838999271392822,0.3741115518569946
1e-06,0.008424264162555345,0.0001,100.0,1.0,1001.0,17701.493737459183,2.0,0.7000000476837158,0.8136517405509949,0.8838999271392822,0.3741115518569946
0.008056265290926394,1.1132934988851184e-06,0.08001228720076661,100.0,2.0,1001.0,22898.00243806839,2.0,0.8000001311302185,0.6505910158157349,0.8838999271392822,0.3741115518569946
0.0034325568724386402,4.3807399013282905e-06,0.0022325537100395974,100.0,3.0,1001.0,28033.524985790253,2.0,0.7500000596046448,0.6721500158309937,0.8838999271392822,0.3741115518569946
