criterion,model_name,n,random_state,runtime,val_acc,val_nll
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.01_n=1020_random_state=3001,1020,3001,4060.46723818779,0.8872550129890442,0.4010263260673074
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=510_random_state=1001,510,1001,4141.1608979702,0.8137255907058716,1.2378860712051392
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=510_random_state=2001,510,2001,4175.346697092056,0.7941176295280457,1.0242891311645508
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=510_random_state=3001,510,3001,3827.3005096912384,0.7941176891326904,1.396756887435913
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=1020_random_state=1001,1020,1001,3766.8438317775726,0.8823530673980713,0.7352719318632986
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=1020_random_state=2001,1020,2001,4172.296190738678,0.8480393290519714,0.8715958677086175
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.001_n=1020_random_state=3001,1020,3001,3815.879266023636,0.7941176891326904,1.0612619414049036
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=510_random_state=1001,510,1001,4148.264111757278,0.3235294222831726,3.756986618041992
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=510_random_state=2001,510,2001,3734.107978820801,0.3137255012989044,3.7544758319854736
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=510_random_state=3001,510,3001,3787.9539411067963,0.2549019753932953,3.890697956085205
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=1020_random_state=1001,1020,1001,3829.648675441742,0.3774510025978088,3.649676304237515
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=1020_random_state=2001,1020,2001,3878.96782374382,0.3774510324001312,3.6492398065679215
l2-sp,l2-sp_alpha=0.01_beta=1e-06_lr_0=0.0001_n=1020_random_state=3001,1020,3001,3744.552682161331,0.2794117927551269,3.964748242322136
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=510_random_state=1001,510,1001,4146.456169366837,0.7647058963775635,0.9266380071640016
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=510_random_state=2001,510,2001,3745.102347612381,0.7549020051956177,0.7796366810798645
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=510_random_state=3001,510,3001,3820.078409433365,0.7941176891326904,0.8733437657356262
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=1020_random_state=1001,1020,1001,4174.966438770294,0.9117647409439088,0.327042270524829
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=1020_random_state=2001,1020,2001,4142.793403148651,0.9068627953529358,0.3746219014420229
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.1_n=1020_random_state=3001,1020,3001,4108.684721946716,0.8725490570068359,0.4027384209866617
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=510_random_state=1001,510,1001,4179.577540874481,0.7549020051956177,0.9713019728660583
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=510_random_state=2001,510,2001,3823.863880634308,0.8725491166114807,0.5762753486633301
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=510_random_state=3001,510,3001,4247.857794284821,0.803921639919281,0.9158218502998352
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=1020_random_state=1001,1020,1001,3908.3094806671143,0.9264706969261168,0.2716030636254479
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=1020_random_state=2001,1020,2001,3779.533365726471,0.9019608497619628,0.3825673034378126
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.01_n=1020_random_state=3001,1020,3001,3744.861161470413,0.8872550129890442,0.4010557999797896
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=510_random_state=1001,510,1001,4337.859064817429,0.8137255907058716,1.2379103899002075
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=510_random_state=2001,510,2001,4152.365771055222,0.7941176295280457,1.0242908000946045
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=510_random_state=3001,510,3001,4160.197149515152,0.7941176891326904,1.3967101573944092
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=1020_random_state=1001,1020,1001,3904.0298149585724,0.8823530673980713,0.7352614531330034
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=1020_random_state=2001,1020,2001,3723.771068096161,0.8480393290519714,0.8715877579707726
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.001_n=1020_random_state=3001,1020,3001,4011.80268740654,0.7941176891326904,1.0611836092144835
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=510_random_state=1001,510,1001,3746.274856567383,0.3235294222831726,3.75697660446167
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=510_random_state=2001,510,2001,3768.9838416576385,0.3137255012989044,3.754472017288208
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=510_random_state=3001,510,3001,4176.424296140671,0.2549019753932953,3.8907105922698975
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=1020_random_state=1001,1020,1001,3757.967089176178,0.3774510025978088,3.649677837596221
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=1020_random_state=2001,1020,2001,3774.967636346817,0.3774510324001312,3.649229437697168
l2-sp,l2-sp_alpha=0.01_beta=0.0_lr_0=0.0001_n=1020_random_state=3001,1020,3001,4484.575021028519,0.2794117927551269,3.9647578071145446
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=510_random_state=1001,510,1001,3801.0212376117706,0.6078431606292725,1.9045215845108032
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=510_random_state=2001,510,2001,3736.972098350525,0.6274510025978088,1.67266845703125
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=510_random_state=3001,510,3001,3750.3037774562836,0.7058824300765991,1.4354337453842163
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=1020_random_state=1001,1020,1001,3799.1699323654175,0.8333333134651184,0.5985648433367412
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=1020_random_state=2001,1020,2001,4190.418304681778,0.8235294222831726,0.8385752509622013
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.1_n=1020_random_state=3001,1020,3001,3800.1847012043,0.8382353186607361,0.6931470655927471
l2-sp,l2-sp_alpha=0.001_beta=0.01_lr_0=0.01_n=510_random_state=1001,510,1001,3724.964504003525,0.7352941632270813,1.1432098150253296
