criterion,model_name,n,random_state,runtime,test_acc,test_nll
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=4000_random_state=2001,4000,2001,7625.252542972565,0.902236819267273,0.0664084218636966
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=4000_random_state=3001,4000,3001,7744.633749008179,0.9028947353363036,0.0668134693386228
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=40000_random_state=1001,40000,1001,7087.037659883499,0.9363157749176024,0.0198235462338197
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=40000_random_state=2001,40000,2001,7213.064821481705,0.9351315498352052,0.0199308672446855
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=40000_random_state=3001,40000,3001,7122.628895282745,0.9359210729599,0.0197141666028121
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=120000_random_state=1001,120000,1001,7156.026287794113,0.9378947615623474,0.0173792071760583
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=120000_random_state=2001,120000,2001,7148.160465478897,0.9197368025779724,0.0224350059835092
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=120000_random_state=3001,120000,3001,7077.96949505806,0.9411841630935668,0.0167182208939553
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40_random_state=1001,40,1001,4901.2389488220215,0.75,0.1435092621433892
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40_random_state=2001,40,2001,4932.507284641266,0.8044736981391907,0.111796395787479
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=40_random_state=3001,40,3001,4851.484879016876,0.7028948068618774,0.166073700497417
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=400_random_state=1001,400,1001,7388.450870513916,0.856184184551239,0.1024123821454123
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=400_random_state=2001,400,2001,7254.8446390628815,0.8661842346191406,0.100319388690282
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=400_random_state=3001,400,3001,7382.478410243988,0.871052622795105,0.0892542511210271
