criterion,model_name,n,random_state,runtime,test_acc,test_nll
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=1000_random_state=2001,1000,2001,8532.398611068726,0.9359999895095824,0.2256618199110032
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=1000_random_state=3001,1000,3001,8983.11620259285,0.9347000122070312,0.2246724327564238
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=10000_random_state=1001,10000,1001,8733.708087444305,0.9492000341415404,0.2212044343948365
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=10000_random_state=2001,10000,2001,8954.167094945908,0.9479999542236328,0.218549413561821
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=10000_random_state=3001,10000,3001,8890.111392498016,0.9474999904632568,0.2184312619686127
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=50000_random_state=1001,50000,1001,7720.944932460785,0.9502999782562256,0.2184922792673111
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=50000_random_state=2001,50000,2001,7610.018707275391,0.9495999813079834,0.2145481153011322
l2-sp,l2-sp_alpha=0.01_beta=0.01_lr_0=0.0001_n=50000_random_state=3001,50000,3001,7715.40567779541,0.9484000205993652,0.2191319416999816
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=100_random_state=1001,100,1001,7182.871157407761,0.8470000624656677,0.5154563757896423
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=100_random_state=2001,100,2001,6458.561693191528,0.8039000034332275,0.6663370548248292
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=100_random_state=3001,100,3001,6375.442440986633,0.8772000074386597,0.4031792602539063
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=1000_random_state=1001,1000,1001,8615.586631059647,0.9401999711990356,0.2034033906698227
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=1000_random_state=2001,1000,2001,7670.6819479465485,0.9388999938964844,0.2077134990215301
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=1000_random_state=3001,1000,3001,7783.99757027626,0.9431999921798706,0.1996424293756485
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=10000_random_state=1001,10000,1001,8661.175792694092,0.9722000360488892,0.0966585018076002
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=10000_random_state=2001,10000,2001,7794.9325313568115,0.9706999659538268,0.102451562166214
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=10000_random_state=3001,10000,3001,7608.887197256088,0.9722999930381776,0.1018439336195587
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=50000_random_state=1001,50000,1001,7643.6823098659515,0.9821999669075012,0.0596036531060934
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=50000_random_state=2001,50000,2001,7927.796848535538,0.981499969959259,0.0578415124833583
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.1_n=50000_random_state=3001,50000,3001,7620.185575962067,0.9823000431060792,0.0586776768364012
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=100_random_state=1001,100,1001,7367.965117931366,0.8779000043869019,0.3922787989616393
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=100_random_state=2001,100,2001,7364.713511228561,0.8586000800132751,0.4527628322601318
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=100_random_state=3001,100,3001,7585.46666765213,0.8813999891281128,0.3891368450164795
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=1000_random_state=1001,1000,1001,8777.97349190712,0.9331000447273254,0.2618679050207137
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=1000_random_state=2001,1000,2001,8860.419031381607,0.9317000508308412,0.2580063707351685
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=1000_random_state=3001,1000,3001,8840.73549580574,0.9294999241828918,0.2759897850513458
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=10000_random_state=1001,10000,1001,8817.223539113998,0.968999981880188,0.1191004939734935
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=10000_random_state=2001,10000,2001,7885.198489904404,0.9688000679016112,0.1200750119030475
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=10000_random_state=3001,10000,3001,7630.709483861923,0.9672000408172609,0.1307901340484618
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=50000_random_state=1001,50000,1001,7588.396234750748,0.9809000492095948,0.0713396808102727
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=50000_random_state=2001,50000,2001,8653.874732494354,0.98009991645813,0.0725446772128343
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.01_n=50000_random_state=3001,50000,3001,7704.817665338516,0.9800000190734864,0.0719390588190406
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=100_random_state=1001,100,1001,7354.209391117096,0.8747000694274902,0.3926094685554504
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=100_random_state=2001,100,2001,6251.8696620464325,0.8530000448226929,0.4516390043258668
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=100_random_state=3001,100,3001,6251.626616239548,0.8791999220848083,0.3930723753929139
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=1000_random_state=1001,1000,1001,7570.431832075119,0.9372000694274902,0.2238811804771423
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=1000_random_state=2001,1000,2001,7695.070672035217,0.9379000663757324,0.2168826218605041
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=1000_random_state=3001,1000,3001,8700.34030008316,0.9358000159263612,0.2358570012092591
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=10000_random_state=1001,10000,1001,8780.044351100922,0.9673999547958374,0.1182658157110214
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=10000_random_state=2001,10000,2001,8862.638837575912,0.96589994430542,0.12348356333673
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=10000_random_state=3001,10000,3001,8677.064974546432,0.9646000266075134,0.1306715555429458
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=50000_random_state=1001,50000,1001,9006.409523963928,0.9745000004768372,0.0787915816903114
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=50000_random_state=2001,50000,2001,7717.2827298641205,0.9742000699043274,0.0804337635964155
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.001_n=50000_random_state=3001,50000,3001,7516.5609612464905,0.975000023841858,0.0782734772741795
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=100_random_state=1001,100,1001,6249.508874416351,0.8703999519348145,0.4776421138763427
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=100_random_state=2001,100,2001,7458.978496313095,0.8409000635147095,0.5351674165725709
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=100_random_state=3001,100,3001,7313.389253139496,0.8733999729156494,0.4614911478042602
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=1000_random_state=1001,1000,1001,7689.931852340698,0.9349000453948976,0.2417261039733886
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=1000_random_state=2001,1000,2001,7755.399983406067,0.9358000159263612,0.2249066116333008
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=1000_random_state=3001,1000,3001,7606.1697108745575,0.9347000122070312,0.2239181090354919
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=10000_random_state=1001,10000,1001,8635.188314199448,0.9493000507354736,0.2204320638179779
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=10000_random_state=2001,10000,2001,8783.065153121948,0.9478999376296996,0.2177721237182616
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=10000_random_state=3001,10000,3001,7637.151391983032,0.94760000705719,0.2176767579078675
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=50000_random_state=1001,50000,1001,7572.973286867142,0.9502999782562256,0.2177098152399063
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=50000_random_state=2001,50000,2001,8638.713886022568,0.9495000839233398,0.2137703986883163
l2-sp,l2-sp_alpha=0.01_beta=0.001_lr_0=0.0001_n=50000_random_state=3001,50000,3001,8698.361372232437,0.9484000205993652,0.218368920135498
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=100_random_state=1001,100,1001,6254.580530881882,0.8763999342918396,0.4125134100914002
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=100_random_state=2001,100,2001,6203.752825975418,0.847800076007843,0.5042684685707093
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=100_random_state=3001,100,3001,6536.521059513092,0.8939000368118286,0.3424064090728759
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=1000_random_state=1001,1000,1001,8697.442823410034,0.9377999901771544,0.2285702098846435
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=1000_random_state=2001,1000,2001,8711.19635462761,0.9345000386238098,0.2399820710301398
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=1000_random_state=3001,1000,3001,7626.9002385139465,0.9412999749183656,0.2128208363771438
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=10000_random_state=1001,10000,1001,9023.643887758255,0.9714999794960022,0.105996429283917
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=10000_random_state=2001,10000,2001,8927.917248249054,0.9690999984741212,0.1141552263826131
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=10000_random_state=3001,10000,3001,7606.93061542511,0.969700038433075,0.1103742169573903
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=50000_random_state=1001,50000,1001,7720.7839941978455,0.9827000498771667,0.0617954850547015
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=50000_random_state=2001,50000,2001,8905.908630609512,0.9816000461578368,0.0585977965548634
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.1_n=50000_random_state=3001,50000,3001,7550.756991863251,0.9826999306678772,0.0577545980738475
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=100_random_state=1001,100,1001,6281.545295238495,0.8815000653266907,0.3803927285194398
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=100_random_state=2001,100,2001,7185.255873441696,0.859000027179718,0.4517412820816041
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=100_random_state=3001,100,3001,7392.140867471695,0.8824999928474426,0.3803125932693483
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=1000_random_state=1001,1000,1001,7602.658759832382,0.9362999796867372,0.2536070313692093
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=1000_random_state=2001,1000,2001,7576.369384288788,0.9340000152587892,0.2550593997955322
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=1000_random_state=3001,1000,3001,7542.549115896225,0.9322999715805054,0.2729589717388154
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=10000_random_state=1001,10000,1001,8734.65649485588,0.9693999886512756,0.1213650103628635
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=10000_random_state=2001,10000,2001,8752.857424497604,0.9679999947547911,0.1257851901017129
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=10000_random_state=3001,10000,3001,8013.155622720718,0.9678999781608582,0.1321199134513735
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=50000_random_state=1001,50000,1001,7589.3950028419495,0.9810000658035278,0.0710385875925421
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=50000_random_state=2001,50000,2001,7528.472629785538,0.9799000024795532,0.0697373107168823
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.01_n=50000_random_state=3001,50000,3001,7688.991050720215,0.9801999926567078,0.0727843369975686
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=100_random_state=1001,100,1001,6278.1129949092865,0.8752000331878662,0.3917229279518126
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=100_random_state=2001,100,2001,7294.500571489334,0.8528000116348267,0.4515174411773682
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=100_random_state=3001,100,3001,7406.972329616547,0.8795999884605408,0.3923387193679808
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=1000_random_state=1001,1000,1001,7590.358420133591,0.9372999668121338,0.2243989112377166
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=1000_random_state=2001,1000,2001,8763.731464385986,0.9375000596046448,0.2174879432201385
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=1000_random_state=3001,1000,3001,8546.976955652237,0.9358000159263612,0.2363593441963195
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=10000_random_state=1001,10000,1001,8799.014242172241,0.9673999547958374,0.1185877946853638
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=10000_random_state=2001,10000,2001,8926.255608558655,0.9656999111175536,0.123856496360898
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=10000_random_state=3001,10000,3001,7643.908189535141,0.9646999835968018,0.1310507013797759
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=50000_random_state=1001,50000,1001,8735.200006246567,0.9745000004768372,0.0787574090123176
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=50000_random_state=2001,50000,2001,7585.819762945175,0.9740000367164612,0.0803867770165205
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.001_n=50000_random_state=3001,50000,3001,7507.568690299988,0.975000023841858,0.0782335319250821
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=100_random_state=1001,100,1001,6716.534790992737,0.8703999519348145,0.4774048379898072
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=100_random_state=2001,100,2001,7344.292008161545,0.8408000469207764,0.5349882700920104
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=100_random_state=3001,100,3001,6290.440553188324,0.8732999563217163,0.4612607437133787
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=1000_random_state=1001,1000,1001,7608.9652535915375,0.9350000023841858,0.2416489768028259
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=1000_random_state=2001,1000,2001,8686.308282613754,0.9358000159263612,0.2248323880195618
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=1000_random_state=3001,1000,3001,7519.323805809021,0.9347000122070312,0.223843603181839
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=10000_random_state=1001,10000,1001,7768.362394094467,0.9494000673294068,0.2203554794311523
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=10000_random_state=2001,10000,2001,8819.76156258583,0.9478999376296996,0.2176950615644454
l2-sp,l2-sp_alpha=0.01_beta=0.0001_lr_0=0.0001_n=10000_random_state=3001,10000,3001,8752.13134765625,0.94760000705719,0.2176020635366439
